post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,tax:pwb-brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_color,attribute_data:pa_color
"Boquilla AnkerMake 0.6mm",boquilla-ankermake-0-6mm,,18533,"La<strong> Boquilla AnkerMake 0.6mm</strong> están diseñadas específicamente para AnkerMake M5/M5C para admitir la impresión a alta velocidad. El charco fundido de la boquilla se extiende hasta 17 mm para permitir una mayor extrusión en un período de tiempo más corto. Y el latón conductor de calor mantiene la temperatura fundida de manera constante para garantizar la estabilidad.

&nbsp;
<ul>
 	<li>Precisión a alta velocidad</li>
 	<li>Las paredes internas permanecen suaves</li>
 	<li>Hecho de latón premium</li>
 	<li>Alta transferencia de calor</li>
</ul>
<p style=""text-align: center;""><img class=""alignnone wp-image-12114 size-medium"" title=""Boquilla MK8 de 1.0 mm"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/boquilla-ankermake-0-6mm.webp"" alt=""Boquilla MK8 de 1.0 mm"" width=""300"" height=""300"" /></p>

<h3 style=""text-align: center;"">Boquilla AnkerMake 0.6mm</h3>",,publish,,227,"2023-11-06 16:58:12",1291,open,,,,no,no,,15,10,0.01,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/boquilla-ankermake-0-6mm.webp ! alt : Boquilla AnkerMake 0.6mm ! title : Boquilla AnkerMake 0.6mm ! desc : Boquilla AnkerMake 0.6mm ! caption : ",,https://tiendakrear3d.com/producto/boquilla-ankermake-0-6mm/,0,AnkerMake,simple,,"Repuestos|Repuestos > Boquillas","Boquilla MK8|Boquilla MK8 de 1.0 mm",,,
"Kit HotEnd M5",kit-hotend-m5,,18536,"<p style=""text-align: left;""><strong>Kit HotEnd M5</strong>, Transfiere el calor rápidamente con el juego de hotend de AnkerMake, diseñado exclusivamente para M5.
Con una eficiencia de calentamiento 1.5 veces mayor que la de los hotends normales y un bloque calefactor de aleación de aluminio, el filamento se funde completamente y de manera uniforme.</p>

<ul>
 	<li>Alta transferencia de calor.</li>
 	<li>Reduce el tiempo de calentamiento.</li>
</ul>",,draft,,419,"2023-11-06 17:12:40",1291,open,,,,no,no,,180,150,0.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/kit-hotend-m5.webp ! alt : Kit HotEnd M5 ! title : Kit HotEnd M5 ! desc : Kit HotEnd M5 ! caption : ",,https://tiendakrear3d.com/?post_type=product&p=18536,0,AnkerMake,simple,,"Repuestos|Repuestos > Hotends",,,,
"Hotend Completo M5C",hotend-completo-m5c,,18537,"<div class=""product-short-description"">

<strong>Hotend Completo M5C</strong>, con una potente tasa de flujo de extrusión de 35 mm³/s y una impresionante cámara de fusión de 82 mm³, el M5C ofrece una fuerza de extrusión excepcional. El nuevo hotend de extrusor completamente metálico presenta una potencia de calentamiento mejorada de 60W, lo que permite la rápida fusión de diferentes filamentos y resulta en una eficiencia de calentamiento 1.5 veces mayor que las impresoras tradicionales.
Nota: Los datos de calentamiento se basan en una prueba comparativa realizada por el laboratorio de AnkerMake en junio, comparando una impresora 3D normal con un calentador de 40W.

&nbsp;
<ul class=""list-bullet1"">
 	<li class=""ace-line ace-line old-record-id-N8sGdYwyxoCENLxIGiscsIEIn9e"" data-list=""bullet"">Flujo de extrusión máximo de 35 mm³/s</li>
 	<li class=""ace-line ace-line old-record-id-N8sGdYwyxoCENLxIGiscsIEIn9e"" data-list=""bullet"">Calentamiento: Fundición más rápida, más posibilidades</li>
 	<li class=""ace-line ace-line old-record-id-N8sGdYwyxoCENLxIGiscsIEIn9e"" data-list=""bullet"">Soporta impresión a alta temperatura de hasta 300℃</li>
 	<li class=""ace-line ace-line old-record-id-N8sGdYwyxoCENLxIGiscsIEIn9e"" data-list=""bullet"">Control de dimensiones preciso</li>
</ul>
<p style=""text-align: center;""><img class=""wp-image-1764 alignnone"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/hotend-completo-m5c.webp"" alt=""Hotend Completo Acero Inoxidable X1 Carbon"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">Hotend Completo M5C</h3>
</div>",,publish,,183,"2023-11-06 17:12:42",1291,open,,,,no,no,,250,200,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/hotend-completo-m5c.webp ! alt : Hotend Completo M5C ! title : Hotend Completo M5C ! desc : Hotend Completo M5C ! caption : ",,https://tiendakrear3d.com/producto/hotend-completo-m5c/,0,AnkerMake,simple,,"Repuestos|Repuestos > Hotends",,,,
"3DMakerpro Seal",3dmakerpro-seal,,18544,"<p style=""text-align: left;""><strong>3DMakerpro Seal</strong>, con su longitud de onda más corta (400 a 500 nano), proyecta luz estructurada refinada, logrando una precisión de 0,01mm. Esta avanzada tecnología captura incluso las más pequeñas marcas, texturas y bordes, proporcionando detalles incomparables en modelos 3D de alta resolución.</p>
&nbsp;

El sistema de imágenes Precision Blue ofrece una precisión de 0,01mm y hasta 5x la resolución de escáneres comparables. Obtenga modelos altamente detallados con facilidad. La cámara a color de 24 bits añade colores vivos, contraste y detalles intrincados a los modelos.

&nbsp;

La calidad del escaneo de 3DMakerpro Seal, depende en gran medida del software, por lo que nuestro JMStudio propietario es esencial. Años de iteración continua han resultado en capacidades mejoradas de escaneo y edición. Soporte para 8 idiomas y de por vida <strong>Actualizaciones gratuitas de OTA</strong>.

&nbsp;
<ul class=""list-float"">
 	<li>0,01mm Precisión</li>
 	<li>Resolución 0,05mm</li>
 	<li>Exploración en color de 24 bits</li>
</ul>
<p style=""text-align: center;""><img class=""alignnone wp-image-11684 "" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/3dmakerpro-seal-escaner-3d.webp"" alt=""Creality CR-Scan Ferret"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">3DMakerpro Seal</h3>",,publish,,700,"2023-11-07 12:17:41",1291,open,,,,no,no,,3800,3500,6,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/3dmakerpro-seal-escaner-3d.webp ! alt : 3DMakerpro Seal ! title : 3DMakerpro Seal ! desc : 3DMakerpro Seal ! caption : ",,https://tiendakrear3d.com/producto/3dmakerpro-seal/,0,3DMakerPro,simple,,"Escáneres 3D|Escáneres 3D > Luz Estructurada","Creality CR-Scan Ferret",,,
"3DMakerpro Seal Lite",3dmakerpro-seal-lite,,18547,"<p style=""text-align: left;""><strong>3DMakerpro Seal Lite</strong>, con su longitud de onda más corta (400 a 500 nano), proyecta luz estructurada refinada, logrando una precisión de 0,01mm. Esta avanzada tecnología captura incluso las más pequeñas marcas, texturas y bordes, proporcionando detalles incomparables en modelos 3D de alta resolución.</p>
&nbsp;

El sistema de imágenes Precision Blue ofrece una precisión de 0,01mm y hasta 5x la resolución de escáneres comparables. Obtenga modelos altamente detallados con facilidad. La cámara a color de 24 bits añade colores vivos, contraste y detalles intrincados a los modelos.

&nbsp;

La calidad del escaneo de 3DMakerpro Seal Lite, depende en gran medida del software, por lo que nuestro JMStudio propietario es esencial. Años de iteración continua han resultado en capacidades mejoradas de escaneo y edición. Soporte para 8 idiomas y de por vida <strong>Actualizaciones gratuitas de OTA</strong>.

&nbsp;
<ul class=""list-float"">
 	<li>0,02mm Precisión</li>
 	<li>Resolución de 0,07mm</li>
 	<li>190g Ligero</li>
</ul>
<p style=""text-align: center;""><img class=""alignnone wp-image-11684 "" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/3dmakerpro-seal-escaner-3d-lite.webp"" alt=""Creality CR-Scan Ferret"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">3DMakerpro Seal Lite</h3>",,publish,,697,"2023-11-07 12:33:50",1291,open,,,,no,no,,2500,2000,6,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/3dmakerpro-seal-escaner-3d-lite.webp ! alt : 3DMakerpro Seal Lite ! title : 3DMakerpro Seal Lite ! desc : 3DMakerpro Seal Lite ! caption : ",,https://tiendakrear3d.com/producto/3dmakerpro-seal-lite/,1,3DMakerPro,simple,,"Escáneres 3D|Escáneres 3D > Luz Estructurada","Creality CR-Scan Ferret",,,
"3DMakerpro Mole Premium",3dmakerpro-mole-premium,,18550,"<p style=""text-align: left;""><strong>3DMakerpro Mole Prima 3D Escáner,</strong> cuenta con objetos de escaneo 3D de alta precisión con una precisión de hasta 0,05 mm para capturar detalles finos. Con un solo rango de captura de 200 * 100 mm y una velocidad de escaneo de hasta 10FPS, puede escanear rápidamente un objeto de tamaño mediano. Todo esto se puede generar en los formatos de archivo 3D más utilizados OBJ / STL / PLY, que admiten la aplicación inmediata o una mayor creatividad.</p>
&nbsp;

Con lentes de alta precisión y alta resolución, 3DMakerpro Mole Premium puede recrear con precisión el tamaño de los objetos escaneados y capturar detalles más complejos. Reproduzca con precisión el color y la textura de sus zapatillas con el mapeo de texturas de alta fidelidad. El infrarrojo cercano (NIR) tiene una excelente compatibilidad óptica, por lo que incluso los objetos negros son claramente visibles. Mole ahora incluye NIR en su lista de configuración, lo que le permite producir excelentes resultados de escaneo para objetos de diferentes colores.

&nbsp;

El diseño compacto y ergonómico del 3DMakerpro Mole Premium facilita el escaneo, ya sea en modo portátil o giratorio. Su ventilador de refrigeración interno funciona silenciosamente, pero reduce significativamente la temperatura, asegurando que Mole pueda funcionar durante largos períodos de tiempo.

&nbsp;
<ul class=""list-float"">
 	<li>0,05 mm Precisión</li>
 	<li>Resolución de 0,1 mm</li>
 	<li>Tecnología Multiespectral</li>
</ul>
<p style=""text-align: center;""><img class=""alignnone wp-image-11684 "" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/3dmakerpro-mole-prima-3d-escaner.webp"" alt=""Creality CR-Scan Ferret"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">3DMakerpro Mole Premium</h3>",,publish,,701,"2023-11-07 14:29:55",1291,open,,,,no,no,,4500,3900,6,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/3dmakerpro-mole-prima-3d-escaner.webp ! alt : 3DMakerpro Mole Premium ! title : 3DMakerpro Mole Premium ! desc : 3DMakerpro Mole Premium ! caption : ",,https://tiendakrear3d.com/producto/3dmakerpro-mole-premium/,0,3DMakerPro,simple,,"Escáneres 3D|Escáneres 3D > Luz Estructurada","Creality CR-Scan Ferret",,,
"3DMakerpro Whale Premium",3dmakerpro-whale-premium,,18551,"<p style=""text-align: left;"">El escáner Whale es ideal para modificar y diseñar. <strong> 3DMakerpro Whale Premium</strong> puede escanear rápidamente piezas de repuesto industriales con formas y superficies complicadas y generar modelos con una resolución de escaneo de alta resolución de 0,2 mm.</p>
&nbsp;

La capacidad de escaneo 3D rápido de 3DMakerpro Whale Premium es ideal para modificar, diseñar y optimizar incluso las piezas de repuesto industriales más complejas. Las formas y superficies complicadas se escanean rápida y fácilmente y generan modelos precisos con una precisión óptima de 0,05 mm.

&nbsp;

3DMakerpro Whale Premium es capaz de realizar ingeniería inversa. Reconstruye modelos CAD precisos que aparecen como una imagen especular de la congruencia original en cada detalle. Los usuarios tienen el poder de reimaginar, reparar e incluso redefinir diseños existentes.

&nbsp;

&nbsp;
<ul class=""list-float"">
 	<li>Precisión Ultra Alta de 0.05 mm</li>
 	<li>Sin Escaneo de marcadores</li>
 	<li>Escanear con luz Brillante</li>
 	<li>Escaneo de Objetos Negros</li>
</ul>
<p style=""text-align: center;""><img class=""alignnone wp-image-11684 "" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/3dmakerpro-whale-premium.webp"" alt=""Creality CR-Scan Ferret"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">3DMakerpro Whale Premium</h3>",,publish,,981,"2023-11-07 14:32:56",1291,open,,,,no,no,,39000,35000,20,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/3dmakerpro-whale-premium.webp ! alt : 3DMakerpro Whale Premium ! title : 3DMakerpro Whale Premium ! desc : 3DMakerpro Whale Premium ! caption : ",,https://tiendakrear3d.com/producto/3dmakerpro-whale-premium/,0,3DMakerPro,simple,,"Escáneres 3D|Escáneres 3D > Luz Estructurada","Creality CR-Scan Ferret",,,
"Pintura GC Blanco Calavera 18ml",pintura-gc-blanco-calavera-18ml,,18587,"Pintura GC Blanco Calavera 18ml. Esta gama ha sido diseñada especialmente para contener todos los colores utilizados frecuentemente en figuras de fantasía, con una fórmula desarrollada particularmente para su adherencia sobre plásticos y metales, utilizando una resina nueva de una durabilidad y resistencia extraordinaria contra rasguños y roces.
Los colores se aplican fácilmente y secan lisos y mates. El molido extrafino de los pigmentos resulta en colores que son igualmente perfectos para los detalles más pequeños como para superficies grandes. Pintura GC Blanco Calavera 18ml. Los colores tienen un alto contenido de pigmento, y son resistentes a la luz y completamente impermeables una vez secos. Los errores se pueden corregir inmediatamente con agua o una pequeña cantidad de alcohol.",,publish,,79,"2023-11-13 11:19:00",1291,open,,,,no,no,,20,15,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/pintura-gc-blanco-calavera-18ml.webp ! alt : Pintura GC Blanco Calavera 18ml ! title : Pintura GC Blanco Calavera 18ml ! desc : Pintura GC Blanco Calavera 18ml ! caption : ",,https://tiendakrear3d.com/producto/pintura-gc-blanco-calavera-18ml/,5,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Kit de Pinturas Acrílicas Anycubic",,,
"Pintura GC Piel de Elfos 18ml",pintura-gc-piel-de-elfos-18ml,,18591,"Pintura GC Piel de Elfos 18ml. Esta gama ha sido diseñada especialmente para contener todos los colores utilizados frecuentemente en figuras de fantasía, con una fórmula desarrollada particularmente para su adherencia sobre plásticos y metales, utilizando una resina nueva de una durabilidad y resistencia extraordinaria contra rasguños y roces.
Los colores se aplican fácilmente y secan lisos y mates. El molido extra fino de los pigmentos resulta en colores que son igualmente perfectos para los detalles más pequeños como para superficies grandes. Pintura GC Piel de Elfos 18ml. Los colores tienen un alto contenido de pigmento, y son resistentes a la luz y completamente impermeables una vez secos. Los errores se pueden corregir inmediatamente con agua o una pequeña cantidad de alcohol.",,publish,,108,"2023-11-13 11:43:46",1291,open,,,,no,no,,20,15,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/pintura-gc-piel-de-elfos-18ml.webp ! alt : Pintura GC Piel de Elfos 18ml ! title : Pintura GC Piel de Elfos 18ml ! desc : Pintura GC Piel de Elfos 18ml ! caption : ",,https://tiendakrear3d.com/producto/pintura-gc-piel-de-elfos-18ml/,3,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Kit de Pinturas Acrílicas Anycubic",,,
"Pintura GC Amarillo Soleado 18ml",pintura-gc-amarillo-soleado-18ml,,18593,"Pintura GC Amarillo Soleado 18ml. Esta gama ha sido diseñada especialmente para contener todos los colores utilizados frecuentemente en figuras de fantasía, con una fórmula desarrollada particularmente para su adherencia sobre plásticos y metales, utilizando una resina nueva de una durabilidad y resistencia extraordinaria contra rasguños y roces. Los colores se aplican fácilmente y secan lisos y mates. El molido extra fino de los pigmentos resulta en colores que son igualmente perfectos para los detalles más pequeños como para superficies grandes. Pintura GC Amarillo Soleado 18ml. Los colores tienen un alto contenido de pigmento, y son resistentes a la luz y completamente impermeables una vez secos. Los errores se pueden corregir inmediatamente con agua o una pequeña cantidad de alcohol.",,publish,,73,"2023-11-13 11:54:00",1291,open,,,,no,no,,20,15,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/pintura-gc-amarillo-soleado-18ml.webp ! alt : Pintura GC Amarillo Soleado 18ml ! title : Pintura GC Amarillo Soleado 18ml ! desc : Pintura GC Amarillo Soleado 18ml ! caption : ",,https://tiendakrear3d.com/producto/pintura-gc-amarillo-soleado-18ml/,2,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Kit de Pinturas Acrílicas Anycubic",,,
"Pintura GC Naranja Fuego 18ml",pintura-gc-naranja-fuego-18ml,,18595,"Pintura GC Naranja Fuego 18ml. Esta gama ha sido diseñada especialmente para contener todos los colores utilizados frecuentemente en figuras de fantasía, con una fórmula desarrollada particularmente para su adherencia sobre plásticos y metales, utilizando una resina nueva de una durabilidad y resistencia extraordinaria contra rasguños y roces. Los colores se aplican fácilmente y secan lisos y mates. El molido extra fino de los pigmentos resulta en colores que son igualmente perfectos para los detalles más pequeños como para superficies grandes. Pintura GC Naranja Fuego 18ml. Los colores tienen un alto contenido de pigmento, y son resistentes a la luz y completamente impermeables una vez secos. Los errores se pueden corregir inmediatamente con agua o una pequeña cantidad de alcohol.",,publish,,102,"2023-11-13 12:03:43",1291,open,,,,no,no,,20,15,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/pintura-gc-naranja-fuego-18ml.webp ! alt : Pintura GC Naranja Fuego 18ml ! title : Pintura GC Naranja Fuego 18ml ! desc : Pintura GC Naranja Fuego 18ml ! caption : ",,https://tiendakrear3d.com/producto/pintura-gc-naranja-fuego-18ml/,0,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Kit de Pinturas Acrílicas Anycubic",,,
"Pintura GC Rojo Sanguina 18ml",pintura-gc-rojo-sanguina-18ml,,18597,"Pintura GC Rojo Sanguina 18ml . Esta gama ha sido diseñada especialmente para contener todos los colores utilizados frecuentemente en figuras de fantasía, con una fórmula desarrollada particularmente para su adherencia sobre plásticos y metales, utilizando una resina nueva de una durabilidad y resistencia extraordinaria contra rasguños y roces. Los colores se aplican fácilmente y secan lisos y mates. El molido extra fino de los pigmentos resulta en colores que son igualmente perfectos para los detalles más pequeños como para superficies grandes. Pintura GC Rojo Sanguina 18ml. Los colores tienen un alto contenido de pigmento, y son resistentes a la luz y completamente impermeables una vez secos. Los errores se pueden corregir inmediatamente con agua o una pequeña cantidad de alcohol.",,publish,,112,"2023-11-13 12:18:06",1291,open,,,,no,no,,20,15,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/pintura-gc-rojo-sanguina-18ml.webp ! alt : Pintura GC Rojo Sanguina 18ml ! title : Pintura GC Rojo Sanguina 18ml ! desc : Pintura GC Rojo Sanguina 18ml ! caption : ",,https://tiendakrear3d.com/producto/pintura-gc-rojo-sanguina-18ml/,3,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Kit de Pinturas Acrílicas Anycubic",,,
